assembly_accession;bioproject;biosample;wgs_master;excluded_from_refseq;refseq_category;relation_to_type_material;taxid;species_taxid;organism_name;infraspecific_name;isolate;version_status;assembly_level;release_type;genome_rep;seq_rel_date;asm_name;submitter;gbrs_paired_asm;paired_asm_comp;ftp_path;filename;Completeness;;Contamination;directory;contigs_file;proteins_file;genes_file;Size;GC;New_Genus;New_Species;Strain;TypeSpecies
GCA_902584485.1;PRJEB33281;SAMEA6073445;CACHZW000000000.1;derived from environmental source;na;;154535;154535;uncultured Synechococcus sp.;;AG-912-O23;latest;Contig;Major;Full;2019/11/05;AG-912-O23;WOODS HOLE OCEANOGRAPHIC INSTITUTION;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/584/485/GCA_902584485.1_AG-912-O23;GCA_902584485.1_AG-912-O23;8.83;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_902584485.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_902584485.1_AG-912-O23_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_902584485.1_AG-912-O23_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_902584485.1_AG-912-O23_genomic_prodigal_genes.fna;0.476846;0.5499029036628178;;;;
GCA_902589915.1;PRJEB33281;SAMEA6073740;CACIUY000000000.1;derived from environmental source;na;;154535;154535;uncultured Synechococcus sp.;;AG-914-F20;latest;Contig;Major;Full;2019/11/05;AG-914-F20;WOODS HOLE OCEANOGRAPHIC INSTITUTION;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/589/915/GCA_902589915.1_AG-914-F20;GCA_902589915.1_AG-914-F20;8.7;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_902589915.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_902589915.1_AG-914-F20_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_902589915.1_AG-914-F20_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_902589915.1_AG-914-F20_genomic_prodigal_genes.fna;0.311732;0.5374488342550653;;;;
GCA_902592305.1;PRJEB33281;SAMEA6073859;CACJDX000000000.1;derived from environmental source;na;;154535;154535;uncultured Synechococcus sp.;;AG-914-O22;latest;Contig;Major;Full;2019/11/05;AG-914-O22;WOODS HOLE OCEANOGRAPHIC INSTITUTION;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/592/305/GCA_902592305.1_AG-914-O22;GCA_902592305.1_AG-914-O22;7.25;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_902592305.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_902592305.1_AG-914-O22_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_902592305.1_AG-914-O22_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_902592305.1_AG-914-O22_genomic_prodigal_genes.fna;0.15245699999999998;0.5639754160189431;;;;
GCA_902592665.1;PRJEB33281;SAMEA6076493;CACJFL000000000.1;derived from environmental source;na;;154535;154535;uncultured Synechococcus sp.;;AG-447-E14;latest;Contig;Major;Full;2019/11/06;AG-447-E14;WOODS HOLE OCEANOGRAPHIC INSTITUTION;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/592/665/GCA_902592665.1_AG-447-E14;GCA_902592665.1_AG-447-E14;22.85;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_902592665.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_902592665.1_AG-447-E14_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_902592665.1_AG-447-E14_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_902592665.1_AG-447-E14_genomic_prodigal_genes.fna;0.927309;0.5071362404549077;;;;
GCA_902596755.1;PRJEB33281;SAMEA6074142;CACJVD000000000.1;derived from environmental source;na;;154535;154535;uncultured Synechococcus sp.;;AG-916-D19;latest;Contig;Major;Full;2019/11/06;AG-916-D19;WOODS HOLE OCEANOGRAPHIC INSTITUTION;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/596/755/GCA_902596755.1_AG-916-D19;GCA_902596755.1_AG-916-D19;37.64;;1.09;/home/vini/data/prosyn/./genbank/bacteria/GCA_902596755.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_902596755.1_AG-916-D19_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_902596755.1_AG-916-D19_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_902596755.1_AG-916-D19_genomic_prodigal_genes.fna;0.973519;0.5778716183248607;;;;
GCA_902599435.1;PRJEB33281;SAMEA6074274;CACKFN000000000.1;derived from environmental source;na;;154535;154535;uncultured Synechococcus sp.;;AG-916-N22;latest;Contig;Major;Full;2019/11/06;AG-916-N22;WOODS HOLE OCEANOGRAPHIC INSTITUTION;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/599/435/GCA_902599435.1_AG-916-N22;GCA_902599435.1_AG-916-N22;25.68;;0.27;/home/vini/data/prosyn/./genbank/bacteria/GCA_902599435.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_902599435.1_AG-916-N22_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_902599435.1_AG-916-N22_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_902599435.1_AG-916-N22_genomic_prodigal_genes.fna;0.66288;0.5791802437846971;;;;
GCA_902599585.1;PRJEB33281;SAMEA6074281;CACKFT000000000.1;derived from environmental source;na;;154535;154535;uncultured Synechococcus sp.;;AG-916-O11;latest;Contig;Major;Full;2019/11/06;AG-916-O11;WOODS HOLE OCEANOGRAPHIC INSTITUTION;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/599/585/GCA_902599585.1_AG-916-O11;GCA_902599585.1_AG-916-O11;48.16;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_902599585.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_902599585.1_AG-916-O11_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_902599585.1_AG-916-O11_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_902599585.1_AG-916-O11_genomic_prodigal_genes.fna;1.227747;0.5897412088972728;;;;
GCA_902612475.1;PRJEB33281;SAMEA6074592;CACMDN000000000.1;derived from environmental source;na;;154535;154535;uncultured Synechococcus sp.;;AG-918-G20;latest;Contig;Major;Full;2019/11/05;AG-918-G20;WOODS HOLE OCEANOGRAPHIC INSTITUTION;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/612/475/GCA_902612475.1_AG-918-G20;GCA_902612475.1_AG-918-G20;8.38;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_902612475.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_902612475.1_AG-918-G20_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_902612475.1_AG-918-G20_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_902612475.1_AG-918-G20_genomic_prodigal_genes.fna;0.412078;0.5488062939540572;;;;
GCA_902616255.1;PRJEB33281;SAMEA6074780;CACMSA000000000.1;derived from environmental source;na;;154535;154535;uncultured Synechococcus sp.;;AG-919-I18;latest;Contig;Major;Full;2019/11/07;AG-919-I18;WOODS HOLE OCEANOGRAPHIC INSTITUTION;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/616/255/GCA_902616255.1_AG-919-I18;GCA_902616255.1_AG-919-I18;33.15;;0.14;/home/vini/data/prosyn/./genbank/bacteria/GCA_902616255.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_902616255.1_AG-919-I18_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_902616255.1_AG-919-I18_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_902616255.1_AG-919-I18_genomic_prodigal_genes.fna;0.964025;0.5513601825678794;;;;
GCA_902616995.1;PRJEB33281;SAMEA6074818;CACMUV000000000.1;derived from environmental source;na;;154535;154535;uncultured Synechococcus sp.;;AG-919-L20;latest;Contig;Major;Full;2019/11/05;AG-919-L20;WOODS HOLE OCEANOGRAPHIC INSTITUTION;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/616/995/GCA_902616995.1_AG-919-L20;GCA_902616995.1_AG-919-L20;14.95;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_902616995.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_902616995.1_AG-919-L20_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_902616995.1_AG-919-L20_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_902616995.1_AG-919-L20_genomic_prodigal_genes.fna;0.526591;0.5783406856554708;;;;
GCA_902618505.1;PRJEB33281;SAMEA6069768;CACNAS000000000.1;derived from environmental source;na;;154535;154535;uncultured Synechococcus sp.;;AG-892-K03;latest;Contig;Major;Full;2019/11/07;AG-892-K03;WOODS HOLE OCEANOGRAPHIC INSTITUTION;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/618/505/GCA_902618505.1_AG-892-K03;GCA_902618505.1_AG-892-K03;18.25;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_902618505.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_902618505.1_AG-892-K03_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_902618505.1_AG-892-K03_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_902618505.1_AG-892-K03_genomic_prodigal_genes.fna;0.772991;0.5440632555877106;;;;
GCA_902618885.1;PRJEB33281;SAMEA6074921;CACNCC000000000.1;derived from environmental source;na;;154535;154535;uncultured Synechococcus sp.;;AG-920-D15;latest;Contig;Major;Full;2019/11/07;AG-920-D15;WOODS HOLE OCEANOGRAPHIC INSTITUTION;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/618/885/GCA_902618885.1_AG-920-D15;GCA_902618885.1_AG-920-D15;38.59;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_902618885.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_902618885.1_AG-920-D15_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_902618885.1_AG-920-D15_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_902618885.1_AG-920-D15_genomic_prodigal_genes.fna;0.990183;0.5892526936939939;;;;
GCA_902635365.1;PRJEB33281;SAMEA6076479;CACPNN000000000.1;derived from environmental source;na;;154535;154535;uncultured Synechococcus sp.;;AG-447-D19;latest;Contig;Major;Full;2019/11/07;AG-447-D19;WOODS HOLE OCEANOGRAPHIC INSTITUTION;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/635/365/GCA_902635365.1_AG-447-D19;GCA_902635365.1_AG-447-D19;47.74;;0.27;/home/vini/data/prosyn/./genbank/bacteria/GCA_902635365.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_902635365.1_AG-447-D19_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_902635365.1_AG-447-D19_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_902635365.1_AG-447-D19_genomic_prodigal_genes.fna;1.460669;0.5208729698514859;;;;
GCA_902635485.1;PRJEB33281;SAMEA6076540;CACPNZ000000000.1;derived from environmental source;na;;154535;154535;uncultured Synechococcus sp.;;AG-447-G23;latest;Contig;Major;Full;2019/11/05;AG-447-G23;WOODS HOLE OCEANOGRAPHIC INSTITUTION;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/635/485/GCA_902635485.1_AG-447-G23;GCA_902635485.1_AG-447-G23;5.71;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_902635485.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_902635485.1_AG-447-G23_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_902635485.1_AG-447-G23_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_902635485.1_AG-447-G23_genomic_prodigal_genes.fna;0.254445;0.5399555896166166;;;;
GCA_002017915.1;PRJNA235061;SAMN02745391;MWLG00000000.1;"derived from single cell ; genome length too small";na;;1449121;431041;Candidatus Synechococcus spongiarum LMB bulk10D;;LMB bulk10D;latest;Scaffold;Major;Full;2017/03/03;ASM201791v1;DOE Joint Genome Institute;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/017/915/GCA_002017915.1_ASM201791v1;GCA_002017915.1_ASM201791v1;27.49;;0.27;/home/vini/data/prosyn/./genbank/bacteria/GCA_002017915.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002017915.1_ASM201791v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002017915.1_ASM201791v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002017915.1_ASM201791v1_genomic_prodigal_genes.fna;0.565311;0.5940889174277522;;;LMB bulk10D;
GCA_002017955.1;PRJNA235068;SAMN02745393;MWLF00000000.1;"derived from single cell ; genome length too small";na;;1449122;431041;Candidatus Synechococcus spongiarum LMB bulk10E;;LMB bulk10E;latest;Scaffold;Major;Full;2017/03/03;ASM201795v1;DOE Joint Genome Institute;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/017/955/GCA_002017955.1_ASM201795v1;GCA_002017955.1_ASM201795v1;23.69;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_002017955.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002017955.1_ASM201795v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002017955.1_ASM201795v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002017955.1_ASM201795v1_genomic_prodigal_genes.fna;0.455454;0.5955617910919654;;;LMB bulk10E;
GCA_000775285.1;PRJNA244289;SAMN02725026;JJML00000000.1;;representative genome;assembly from type material;1497020;1501145;Neosynechococcus sphagnicola sy1;strain=CAUP A 1101;;latest;Contig;Major;Full;2014/09/29;ASM77528v1;Palacky University Olomouc;GCF_000775285.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/775/285/GCA_000775285.1_ASM77528v1;GCA_000775285.1_ASM77528v1;97.06;;0.84;/home/vini/data/prosyn/./genbank/bacteria/GCA_000775285.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_000775285.1_ASM77528v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_000775285.1_ASM77528v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_000775285.1_ASM77528v1_genomic_prodigal_genes.fna;4.331368;0.5159016735590234;;;;
GCA_003228185.1;PRJNA321959;SAMN05013912;LYXM00000000.1;derived from environmental source;na;;1856682;1856682;Synechococcus sp. PCC 7002 x Microcystis aeruginosa TAIHU98 coculture;;;latest;Contig;Major;Full;2018/06/15;ASM322818v1;Institute of Hydrobiology, Chinese Academy of Sciences;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/228/185/GCA_003228185.1_ASM322818v1;GCA_003228185.1_ASM322818v1;99.73;;164.75;/home/vini/data/prosyn/./genbank/bacteria/GCA_003228185.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003228185.1_ASM322818v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003228185.1_ASM322818v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003228185.1_ASM322818v1_genomic_prodigal_genes.fna;13.154085999999998;0.5982603428318775;;;;
GCA_002171685.2;PRJNA385857;SAMN06971920;NHDT00000000.2;derived from metagenome;na;;1986599;1986599;Synechococcus sp. TMED66;;TMED66;latest;Contig;Major;Full;2018/11/25;ASM217168v2;University of Southern California;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/171/685/GCA_002171685.2_ASM217168v2;GCA_002171685.2_ASM217168v2;37.45;;0.27;/home/vini/data/prosyn/./genbank/bacteria/GCA_002171685.2;/home/vini/data/prosyn/processing/genomic_fna/GCA_002171685.2_ASM217168v2_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002171685.2_ASM217168v2_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002171685.2_ASM217168v2_genomic_prodigal_genes.fna;0.739722;0.557802796185594;;;TMED66;
GCA_003210975.1;PRJNA445865;SAMN08886619;QCTW00000000.1;derived from single cell;na;;2161928;2161928;Synechococcus sp. AG-676-E04;;AG-676-E04;latest;Contig;Major;Full;2018/06/12;ASM321097v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/975/GCA_003210975.1_ASM321097v1;GCA_003210975.1_ASM321097v1;17.93;;0.27;/home/vini/data/prosyn/./genbank/bacteria/GCA_003210975.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003210975.1_ASM321097v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003210975.1_ASM321097v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003210975.1_ASM321097v1_genomic_prodigal_genes.fna;0.579549;0.5472479462478582;;;AG-676-E04;
GCA_003283215.1;PRJNA445865;SAMN08886020;QBXS00000000.1;derived from single cell;na;;2161929;2161929;Synechococcus sp. AG-323-A01;;AG-323-A01;latest;Contig;Major;Full;2018/06/28;ASM328321v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/283/215/GCA_003283215.1_ASM328321v1;GCA_003283215.1_ASM328321v1;2.67;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003283215.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003283215.1_ASM328321v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003283215.1_ASM328321v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003283215.1_ASM328321v1_genomic_prodigal_genes.fna;0.186509;0.49534874992627703;;;AG-323-A01;
GCA_003283205.1;PRJNA445865;SAMN08886021;QBXT00000000.1;derived from single cell;na;;2161930;2161930;Synechococcus sp. AG-323-A11;;AG-323-A11;latest;Contig;Major;Full;2018/06/28;ASM328320v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/283/205/GCA_003283205.1_ASM328320v1;GCA_003283205.1_ASM328320v1;4.35;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003283205.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003283205.1_ASM328320v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003283205.1_ASM328320v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003283205.1_ASM328320v1_genomic_prodigal_genes.fna;0.233099;0.5128807931393957;;;AG-323-A11;
GCA_003283165.1;PRJNA445865;SAMN08886027;QBXV00000000.1;derived from single cell;na;;2161931;2161931;Synechococcus sp. AG-323-F11;;AG-323-F11;latest;Contig;Major;Full;2018/06/28;ASM328316v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/283/165/GCA_003283165.1_ASM328316v1;GCA_003283165.1_ASM328316v1;3.26;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003283165.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003283165.1_ASM328316v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003283165.1_ASM328316v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003283165.1_ASM328316v1_genomic_prodigal_genes.fna;0.226596;0.5056091016611061;;;AG-323-F11;
GCA_003283135.1;PRJNA445865;SAMN08886028;QBXW00000000.1;derived from single cell;na;;2161932;2161932;Synechococcus sp. AG-323-G20;;AG-323-G20;latest;Contig;Major;Full;2018/06/28;ASM328313v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/283/135/GCA_003283135.1_ASM328313v1;GCA_003283135.1_ASM328313v1;7.34;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003283135.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003283135.1_ASM328313v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003283135.1_ASM328313v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003283135.1_ASM328313v1_genomic_prodigal_genes.fna;0.399696;0.4398092550338257;;;AG-323-G20;
GCA_003283055.1;PRJNA445865;SAMN08886033;QBYA00000000.1;derived from single cell;na;;2161933;2161933;Synechococcus sp. AG-323-O22;;AG-323-O22;latest;Contig;Major;Full;2018/06/28;ASM328305v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/283/055/GCA_003283055.1_ASM328305v1;GCA_003283055.1_ASM328305v1;1.36;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003283055.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003283055.1_ASM328305v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003283055.1_ASM328305v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003283055.1_ASM328305v1_genomic_prodigal_genes.fna;0.4295020000000001;0.4603401148306643;;;AG-323-O22;
GCA_003213755.1;PRJNA445865;SAMN08886427;QCMM00000000.1;derived from single cell;na;;2161934;2161934;Synechococcus sp. AG-420-M02;;AG-420-M02;latest;Contig;Major;Full;2018/06/12;ASM321375v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/213/755/GCA_003213755.1_ASM321375v1;GCA_003213755.1_ASM321375v1;37.32;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003213755.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003213755.1_ASM321375v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003213755.1_ASM321375v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003213755.1_ASM321375v1_genomic_prodigal_genes.fna;0.8900620000000001;0.5902555102902944;;;AG-420-M02;
GCA_003212155.1;PRJNA445865;SAMN08886533;QCQO00000000.1;derived from single cell;na;;2161935;2161935;Synechococcus sp. AG-450-D21;;AG-450-D21;latest;Contig;Major;Full;2018/06/12;ASM321215v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/212/155/GCA_003212155.1_ASM321215v1;GCA_003212155.1_ASM321215v1;3.85;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003212155.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003212155.1_ASM321215v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003212155.1_ASM321215v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003212155.1_ASM321215v1_genomic_prodigal_genes.fna;0.23475;0.5232417465388711;;;AG-450-D21;
GCA_003209555.1;PRJNA445865;SAMN08886534;QCQP00000000.1;derived from single cell;na;;2161936;2161936;Synechococcus sp. AG-450-M17;;AG-450-M17;latest;Contig;Major;Full;2018/06/12;ASM320955v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/209/555/GCA_003209555.1_ASM320955v1;GCA_003209555.1_ASM320955v1;20.15;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003209555.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003209555.1_ASM320955v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003209555.1_ASM320955v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003209555.1_ASM320955v1_genomic_prodigal_genes.fna;0.790263;0.5601110010211791;;;AG-450-M17;
GCA_003211565.1;PRJNA445865;SAMN08886579;QCSI00000000.1;derived from single cell;na;;2161937;2161937;Synechococcus sp. AG-670-A04;;AG-670-A04;latest;Contig;Major;Full;2018/06/12;ASM321156v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/211/565/GCA_003211565.1_ASM321156v1;GCA_003211565.1_ASM321156v1;45.29;;0.82;/home/vini/data/prosyn/./genbank/bacteria/GCA_003211565.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003211565.1_ASM321156v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003211565.1_ASM321156v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003211565.1_ASM321156v1_genomic_prodigal_genes.fna;1.188716;0.5852137937068231;;;AG-670-A04;
GCA_003209215.1;PRJNA445865;SAMN08886581;QCSK00000000.1;derived from single cell;na;;2161939;2161939;Synechococcus sp. AG-670-A19;;AG-670-A19;latest;Contig;Major;Full;2018/06/12;ASM320921v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/209/215/GCA_003209215.1_ASM320921v1;GCA_003209215.1_ASM320921v1;47.37;;0.41;/home/vini/data/prosyn/./genbank/bacteria/GCA_003209215.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003209215.1_ASM320921v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003209215.1_ASM320921v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003209215.1_ASM320921v1_genomic_prodigal_genes.fna;1.348818;0.5847015683361284;;;AG-670-A19;
GCA_003211455.1;PRJNA445865;SAMN08886586;QCSP00000000.1;derived from single cell;na;;2161944;2161944;Synechococcus sp. AG-670-G20;;AG-670-G20;latest;Contig;Major;Full;2018/06/12;ASM321145v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/211/455/GCA_003211455.1_ASM321145v1;GCA_003211455.1_ASM321145v1;31.25;;0.27;/home/vini/data/prosyn/./genbank/bacteria/GCA_003211455.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003211455.1_ASM321145v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003211455.1_ASM321145v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003211455.1_ASM321145v1_genomic_prodigal_genes.fna;0.970395;0.5819207642248775;;;AG-670-G20;
